date,email,call
2013-07-06,64.0,1
2013-07-07,54.0,4
2013-07-08,132.0,213
2013-07-09,161.0,195
2013-07-10,146.0,215
2013-07-11,154.0,178
2013-07-12,141.0,160
2013-07-13,108.0,5
2013-07-14,92.0,0
2013-07-15,162.0,185
2013-07-16,142.0,184
2013-07-17,167.0,182
2013-07-18,154.0,169
2013-07-19,112.0,116
2013-07-20,84.0,5
2013-07-21,78.0,4
2013-07-22,120.0,218
2013-07-23,165.0,230
2013-07-24,170.0,229
2013-07-25,163.0,217
2013-07-26,155.0,29
2013-07-27,79.0,4
2013-07-28,83.0,4
2013-07-29,166.0,278
2013-07-30,249.0,263
2013-07-31,221.0,261
2013-08-01,190.0,269
2013-08-02,229.0,178
2013-08-03,117.0,12
2013-08-04,125.0,14
2013-08-05,227.0,274
2013-08-06,242.0,287
2013-08-07,260.0,291
2013-08-08,239.0,302
2013-08-09,227.0,293
2013-08-10,192.0,28
2013-08-11,217.0,21
2013-08-12,444.0,430
2013-08-13,359.0,397
2013-08-14,400.0,430
2013-08-15,384.0,428
2013-08-16,457.0,485
2013-08-17,413.0,494
2013-08-18,578.0,215
2013-08-19,621.0,586
2013-08-20,560.0,489
2013-08-21,517.0,496
2013-08-22,503.0,510
2013-08-23,439.0,704
2013-08-24,648.0,820
2013-08-25,731.0,423
2013-08-26,776.0,701
2013-08-27,712.0,587
2013-08-28,502.0,558
2013-08-29,477.0,490
2013-08-30,563.0,689
2013-08-31,682.0,897
2013-09-01,691.0,419
2013-09-02,667.0,513
2013-09-03,782.0,664
2013-09-04,645.0,541
2013-09-05,601.0,448
2013-09-06,538.0,604
2013-09-07,701.0,786
2013-09-08,776.0,355
2013-09-09,881.0,705
2013-09-10,712.0,517
2013-09-11,597.0,446
2013-09-12,487.0,445
2013-09-13,495.0,521
2013-09-14,521.0,578
2013-09-15,607.0,299
2013-09-16,651.0,573
2013-09-17,600.0,379
2013-09-18,531.0,357
2013-09-19,416.0,373
2013-09-20,348.0,375
2013-09-21,420.0,430
2013-09-22,447.0,264
2013-09-23,521.0,485
2013-09-24,470.0,401
2013-09-25,445.0,352
2013-09-26,397.0,285
2013-09-27,292.0,328
2013-09-28,328.0,349
2013-09-29,443.0,206
2013-09-30,507.0,450
2013-10-01,464.0,313
2013-10-02,386.0,301
2013-10-03,363.0,279
2013-10-04,304.0,297
2013-10-05,342.0,350
2013-10-06,371.0,186
2013-10-07,398.0,353
2013-10-08,440.0,309
2013-10-09,431.0,272
2013-10-10,331.0,267
2013-10-11,266.0,264
2013-10-12,316.0,322
2013-10-13,365.0,155
2013-10-14,437.0,319
2013-10-15,355.0,265
2013-10-16,333.0,250
2013-10-17,303.0,245
2013-10-18,272.0,258
2013-10-19,381.0,354
2013-10-20,338.0,141
2013-10-21,488.0,339
2013-10-22,376.0,308
2013-10-23,315.0,250
2013-10-24,317.0,268
2013-10-25,279.0,220
2013-10-26,272.0,260
2013-10-27,1015.0,155
2013-10-28,763.0,366
2013-10-29,524.0,290
2013-10-30,328.0,277
2013-10-31,306.0,230
2013-11-01,237.0,246
2013-11-02,262.0,225
2013-11-03,325.0,140
2013-11-04,386.0,397
2013-11-05,343.0,319
2013-11-06,335.0,300
2013-11-07,268.0,289
2013-11-08,275.0,256
2013-11-09,258.0,275
2013-11-10,226.0,145
2013-11-11,392.0,348
2013-11-12,361.0,299
2013-11-13,370.0,372
2013-11-14,349.0,292
2013-11-15,292.0,280
2013-11-16,192.0,175
2013-11-17,252.0,113
2013-11-18,500.0,411
2013-11-19,378.0,311
2013-11-20,438.0,385
2013-11-21,420.0,349
2013-11-22,306.0,276
2013-11-23,221.0,152
2013-11-24,262.0,97
2013-11-25,401.0,366
2013-11-26,376.0,349
2013-11-27,332.0,265
2013-11-28,136.0,3
2013-11-29,178.0,14
2013-11-30,180.0,93
2013-12-01,212.0,78
2013-12-02,392.0,442
2013-12-03,422.0,415
2013-12-04,456.0,438
2013-12-05,391.0,348
2013-12-06,356.0,394
2013-12-07,257.0,129
2013-12-08,270.0,81
2013-12-09,443.0,424
2013-12-10,387.0,390
2013-12-11,393.0,424
2013-12-12,344.0,346
2013-12-13,291.0,327
2013-12-14,198.0,93
2013-12-15,206.0,62
2013-12-16,345.0,355
2013-12-17,383.0,277
2013-12-18,411.0,327
2013-12-19,331.0,298
2013-12-20,190.0,209
2013-12-21,176.0,5
2013-12-22,161.0,2
2013-12-23,206.0,149
2013-12-24,102.0,1
2013-12-25,104.0,0
2013-12-26,160.0,5
2013-12-27,145.0,138
2013-12-28,163.0,5
2013-12-29,166.0,5
2013-12-30,242.0,230
2013-12-31,206.0,5
2014-01-01,142.0,1
2014-01-02,258.0,212
2014-01-03,212.0,144
2014-01-04,186.0,12
2014-01-05,226.0,9
2014-01-06,312.0,312
2014-01-07,243.0,284
2014-01-08,333.0,327
2014-01-09,357.0,342
2014-01-10,285.0,251
2014-01-11,200.0,9
2014-01-12,209.0,6
2014-01-13,271.0,333
2014-01-14,287.0,250
2014-01-15,351.0,295
2014-01-16,303.0,284
2014-01-17,233.0,239
2014-01-18,179.0,3
2014-01-19,165.0,4
2014-01-20,233.0,202
2014-01-21,276.0,241
2014-01-22,310.0,267
2014-01-23,296.0,275
2014-01-24,232.0,184
2014-01-25,168.0,10
2014-01-26,173.0,9
2014-01-27,240.0,245
2014-01-28,241.0,227
2014-01-29,273.0,225
2014-01-30,240.0,206
2014-01-31,180.0,188
2014-02-01,159.0,2
2014-02-02,144.0,1
2014-02-03,227.0,273
2014-02-04,268.0,221
2014-02-05,231.0,238
2014-02-06,273.0,221
2014-02-07,230.0,199
2014-02-08,168.0,4
2014-02-09,173.0,7
2014-02-10,259.0,272
2014-02-11,289.0,284
2014-02-12,352.0,293
2014-02-13,269.0,226
2014-02-14,173.0,219
2014-02-15,166.0,1
2014-02-16,128.0,4
2014-02-17,254.0,250
2014-02-18,248.0,229
2014-02-19,232.0,238
2014-02-20,225.0,217
2014-02-21,209.0,189
2014-02-22,154.0,1
2014-02-23,161.0,4
2014-02-24,290.0,321
2014-02-25,320.0,230
2014-02-26,284.0,267
2014-02-27,250.0,232
2014-02-28,223.0,197
2014-03-01,135.0,8
2014-03-02,150.0,1
2014-03-03,284.0,258
2014-03-04,247.0,198
2014-03-05,279.0,227
2014-03-06,274.0,220
2014-03-07,182.0,197
2014-03-08,134.0,5
2014-03-09,157.0,2
2014-03-10,241.0,218
2014-03-11,224.0,160
2014-03-12,205.0,181
2014-03-13,209.0,150
2014-03-14,151.0,131
2014-03-15,95.0,3
2014-03-16,130.0,3
2014-03-17,225.0,184
2014-03-18,186.0,188
2014-03-19,225.0,186
2014-03-20,210.0,160
2014-03-21,197.0,152
2014-03-22,137.0,3
2014-03-23,166.0,5
2014-03-24,235.0,229
2014-03-25,252.0,165
2014-03-26,233.0,230
2014-03-27,256.0,191
2014-03-28,212.0,9
2014-03-29,97.0,1
2014-03-30,109.0,1
2014-03-31,283.0,25
2014-04-01,257.0,232
2014-04-02,228.0,231
2014-04-03,248.0,196
2014-04-04,187.0,172
2014-04-05,122.0,3
2014-04-06,152.0,5
2014-04-07,221.0,200
2014-04-08,212.0,160
2014-04-09,195.0,189
2014-04-10,269.0,176
2014-04-11,240.0,163
2014-04-12,91.0,0
2014-04-13,126.0,0
2014-04-14,354.0,161
2014-04-15,295.0,158
2014-04-16,237.0,178
2014-04-17,308.0,127
2014-04-18,260.0,103
2014-04-19,81.0,0
2014-04-20,89.0,0
2014-04-21,322.0,150
2014-04-22,253.0,132
2014-04-23,312.0,179
2014-04-24,269.0,152
2014-04-25,209.0,137
2014-04-26,46.0,0
2014-04-27,103.0,0
2014-04-28,335.0,138
2014-04-29,332.0,152
2014-04-30,247.0,164
2014-05-01,278.0,159
2014-05-02,220.0,162
2014-05-03,91.0,0
2014-05-04,100.0,0
2014-05-05,364.0,185
2014-05-06,332.0,170
2014-05-07,282.0,181
2014-05-08,293.0,172
2014-05-09,261.0,146
2014-05-10,105.0,0
2014-05-11,109.0,0
2014-05-12,339.0,207
2014-05-13,223.0,186
2014-05-14,225.0,187
2014-05-15,247.0,171
2014-05-16,267.0,185
2014-05-17,93.0,0
2014-05-18,103.0,0
2014-05-19,365.0,188
2014-05-20,294.0,177
2014-05-21,238.0,149
2014-05-22,196.0,123
2014-05-23,259.0,138
2014-05-24,108.0,0
2014-05-25,73.0,0
2014-05-26,63.0,0
2014-05-27,433.0,184
2014-05-28,289.0,182
2014-05-29,224.0,164
2014-05-30,237.0,105
2014-05-31,100.0,0
2014-06-01,110.0,0
2014-06-02,345.0,145
2014-06-03,283.0,143
2014-06-04,257.0,119
2014-06-05,199.0,113
2014-06-06,279.0,79
2014-06-07,119.0,0
2014-06-08,103.0,0
2014-06-09,298.0,131
2014-06-10,250.0,107
2014-06-11,185.0,132
2014-06-12,235.0,98
2014-06-13,183.0,103
2014-06-14,47.0,0
2014-06-15,76.0,0
2014-06-16,331.0,117
2014-06-17,200.0,120
2014-06-18,207.0,114
2014-06-19,245.0,100
2014-06-20,134.0,38
2014-06-21,75.0,0
2014-06-22,60.0,0
2014-06-23,320.0,108
2014-06-24,270.0,116
2014-06-25,252.0,143
2014-06-26,252.0,112
2014-06-27,179.0,81
2014-06-28,80.0,0
2014-06-29,99.0,0
2014-06-30,407.0,138
2014-07-01,246.0,95
2014-07-02,185.0,99
2014-07-03,198.0,41
2014-07-04,86.0,0
2014-07-05,40.0,0
2014-07-06,82.0,0
2014-07-07,333.0,143
2014-07-08,278.0,134
2014-07-09,268.0,145
2014-07-10,291.0,123
2014-07-11,296.0,118
2014-07-12,64.0,0
2014-07-13,112.0,0
2014-07-14,469.0,180
2014-07-15,319.0,151
2014-07-16,271.0,135
2014-07-17,281.0,120
2014-07-18,207.0,31
2014-07-19,89.0,0
2014-07-20,118.0,0
2014-07-21,565.0,191
2014-07-22,418.0,148
2014-07-23,343.0,201
2014-07-24,463.0,188
2014-07-25,346.0,58
2014-07-26,142.0,0
2014-07-27,143.0,0
2014-07-28,581.0,245
2014-07-29,512.0,277
2014-07-30,489.0,231
2014-07-31,446.0,224
2014-08-01,422.0,185
2014-08-02,157.0,0
2014-08-03,162.0,0
2014-08-04,780.0,322
2014-08-05,575.0,321
2014-08-06,526.0,327
2014-08-07,635.0,288
2014-08-08,577.0,312
2014-08-09,291.0,0
2014-08-10,371.0,0
2014-08-11,1060.0,466
2014-08-12,828.0,415
2014-08-13,770.0,384
2014-08-14,916.0,463
2014-08-15,690.0,484
2014-08-16,665.0,557
2014-08-17,769.0,202
2014-08-18,1594.0,551
2014-08-19,1110.0,481
2014-08-20,988.0,423
2014-08-21,1039.0,501
2014-08-22,1191.0,666
2014-08-23,1445.0,958
2014-08-24,1120.0,375
2014-08-25,1949.0,754
2014-08-26,1386.0,586
2014-08-27,1189.0,543
2014-08-28,1359.0,495
2014-08-29,1316.0,668
2014-08-30,1174.0,896
2014-08-31,1062.0,350
2014-09-01,1023.0,442
2014-09-02,1536.0,588
2014-09-03,1430.0,534
2014-09-04,1267.0,480
2014-09-05,1260.0,596
2014-09-06,1108.0,805
2014-09-07,1183.0,318
2014-09-08,1809.0,751
2014-09-09,1606.0,463
2014-09-10,1403.0,393
2014-09-11,1293.0,410
2014-09-12,1353.0,513
2014-09-13,809.0,597
2014-09-14,918.0,236
2014-09-15,1965.0,637
2014-09-16,1604.0,460
2014-09-17,1154.0,404
2014-09-18,1490.0,409
2014-09-19,1238.0,416
2014-09-20,704.0,453
2014-09-21,785.0,178
